"date","estimate","lower","upper"
2020-04-02,0.869794682036506,0.764982501150687,0.951366579261238
2020-04-03,0.869792576962724,0.764970113446223,0.951366579210229
2020-04-04,0.869790307757505,0.764933634915311,0.95136657913579
2020-04-05,0.869787858039073,0.764933634736652,0.951366579027639
2020-04-06,0.869785209427011,0.764910995080474,0.95136657887121
2020-04-07,0.869782341257973,0.76490932057945,0.951366578645959
2020-04-08,0.869779230256157,0.764896288716074,0.951358589505491
2020-04-09,0.86977585015076,0.764896261702294,0.951333920809474
2020-04-10,0.869772171231262,0.764895755959438,0.951333920796352
2020-04-11,0.869768159829711,0.764882019281067,0.951333920775838
2020-04-12,0.869763777717215,0.764874994295172,0.951326904228066
2020-04-13,0.869758981399556,0.764874994295172,0.951326442910261
2020-04-14,0.869753721294059,0.764874994295172,0.951322234065063
2020-04-15,0.869747940766633,0.764862208818704,0.951314217290202
2020-04-16,0.869741575004017,0.764831943663614,0.951314217290162
2020-04-17,0.869734549691748,0.764768104752105,0.951314217290078
2020-04-18,0.86972677946296,0.76472978843815,0.951314217289904
2020-04-19,0.869718166076774,0.764675922057393,0.951312256368609
2020-04-20,0.869708596277529,0.764642949415719,0.951308992443463
2020-04-21,0.869697939277219,0.764616294663827,0.951308953334067
2020-04-22,0.869686043793057,0.764612626592716,0.95130889537754
2020-04-23,0.869672734559756,0.764546431776261,0.951303713189346
2020-04-24,0.869657808221592,0.764536934821334,0.951294172124162
2020-04-25,0.869641028492269,0.764512991673032,0.951271490055563
2020-04-26,0.869622120450552,0.764496612714095,0.951261247819768
2020-04-27,0.869600763816132,0.764455829715213,0.951248266927342
2020-04-28,0.869576585022641,0.764347243318107,0.951242479408855
2020-04-29,0.869549147872595,0.764290885202403,0.951229590713456
2020-04-30,0.869517942521394,0.764140818644945,0.951213898035236
2020-05-01,0.869482372493816,0.764066839014694,0.951196842551094
2020-05-02,0.869441739385475,0.763959828553627,0.951179626792758
2020-05-03,0.869395224842687,0.763853461108451,0.951158745073732
2020-05-04,0.869341869345778,0.763632504717811,0.951101049034759
2020-05-05,0.869280547241886,0.763424427826367,0.95107961681235
2020-05-06,0.869209937382227,0.763236708189012,0.951036283360731
2020-05-07,0.869128488614153,0.763059972242921,0.951004038617453
2020-05-08,0.86903437925826,0.762874181212231,0.950926273334989
2020-05-09,0.868925469563536,0.762563518372845,0.950841027445089
2020-05-10,0.868799245976876,0.76211245136945,0.950784784304887
2020-05-11,0.86865275588513,0.761718249627705,0.950737984456028
2020-05-12,0.868482531285676,0.761323958706814,0.950678023273956
2020-05-13,0.868284499612866,0.760857833874954,0.950571343719615
2020-05-14,0.868053879689844,0.760412243604408,0.950454605978317
2020-05-15,0.867785060485589,0.759758552788617,0.950368111431462
2020-05-16,0.867471460032825,0.759165057097249,0.950285477484091
2020-05-17,0.867105361501535,0.758311132572877,0.950121985063568
2020-05-18,0.866677723023332,0.757218095901362,0.949933581053454
2020-05-19,0.866177957423607,0.755889453920197,0.949762934174913
2020-05-20,0.865593677542546,0.75473816037105,0.949465957335929
2020-05-21,0.86491040231806,0.753114057878767,0.949112036557795
2020-05-22,0.864111218273659,0.751438322553194,0.948723924157382
2020-05-23,0.863176390521509,0.749328718573972,0.948321771020114
2020-05-24,0.862082916887271,0.74691201763165,0.947899184659742
2020-05-25,0.860804018340513,0.743847825624234,0.947332650620865
2020-05-26,0.859308558652846,0.740261809790446,0.946621717077164
2020-05-27,0.857560386227978,0.735928486518815,0.945939966143583
2020-05-28,0.855517591535987,0.731335487048775,0.945083950965572
2020-05-29,0.853131674805379,0.725819806530559,0.944115319643011
2020-05-30,0.85034662096496,0.719354605435464,0.942975079891238
2020-05-31,0.847097882825533,0.712056758876107,0.941546323998556
2020-06-01,0.843311279900319,0.70322472860124,0.939910978126462
2020-06-02,0.838901830101113,0.693286522510543,0.938146016518381
2020-06-03,0.833772546159402,0.682311422130879,0.936342920045388
2020-06-04,0.827813249727379,0.669161969791002,0.934151611140977
2020-06-05,0.820899485819233,0.655128133325758,0.931532010013513
2020-06-06,0.812891660984706,0.639994894300349,0.928492289380168
2020-06-07,0.803634582898474,0.624284155993502,0.925154378629101
2020-06-08,0.792957649077712,0.607010861405679,0.920911637265631
2020-06-09,0.780676019167676,0.588891626671935,0.915883881259585
2020-06-10,0.766593206963926,0.569617877005162,0.910253828891104
2020-06-11,0.750505638475076,0.549797620996428,0.903440220479859
2020-06-12,0.732209826170262,0.528911828343865,0.895671268308431
2020-06-13,0.711512880101059,0.507521116157161,0.886452667541646
2020-06-14,0.688247069778163,0.485107138399395,0.875722777796322
2020-06-15,0.662289001318385,0.463356011520212,0.861715523940418
2020-06-16,0.63358359541978,0.439687675739318,0.844739797596272
2020-06-17,0.602172341749171,0.415529093610039,0.823869355606073
2020-06-18,0.568224171153208,0.390720123603473,0.798176622113572
2020-06-19,0.532065689646858,0.366120305871705,0.763996008608684
2020-06-20,0.494205546828893,0.341116846317022,0.723270180651563
2020-06-21,0.455345683782173,0.315989893775094,0.673491173381648
2020-06-22,0.416370776378436,0.291165729629401,0.615730314120537
2020-06-23,0.378307442549352,0.266663702120018,0.553126052417803
2020-06-24,0.342248234870672,0.241903991939531,0.493355373085494
2020-06-25,0.309243722018302,0.217844880317359,0.442880375430014
2020-06-26,0.280179567303185,0.195022771719552,0.406027959233964
2020-06-27,0.255671061787767,0.172720673041931,0.38384421560656
2020-06-28,0.236014938946045,0.152075189201556,0.370551810175222
2020-06-29,0.22122388348379,0.133661724141194,0.362173777105886
