"date","estimate","lower","upper"
2021-03-02,0.781192921845678,0.61991911280478,0.945887299590608
2021-03-03,0.782060642739335,0.621247270492859,0.946396929030786
2021-03-04,0.782931044742623,0.622825324450539,0.94663599195715
2021-03-05,0.783803342666773,0.62410843833133,0.947180727839074
2021-03-06,0.784676738675766,0.626683353206384,0.947599875501813
2021-03-07,0.785550422529864,0.627907022353839,0.947890260126637
2021-03-08,0.7864235715324,0.629167559571451,0.948422900730619
2021-03-09,0.787295350271769,0.630404368516416,0.949191064780179
2021-03-10,0.788164910267852,0.631376338715816,0.949548764503963
2021-03-11,0.789031389644799,0.632432095462866,0.950196856447503
2021-03-12,0.78989391296785,0.633668858871772,0.950837718477949
2021-03-13,0.790751591409162,0.634402750643323,0.95139774111238
2021-03-14,0.791603523450098,0.635660973408812,0.952180806516437
2021-03-15,0.792448796375989,0.636872598624117,0.95249603187707
2021-03-16,0.793286488848346,0.639102353393277,0.953241056620093
2021-03-17,0.794115674811927,0.641524547373985,0.953798211970279
2021-03-18,0.79493542888015,0.643957999494164,0.954622451782205
2021-03-19,0.795744833143735,0.646401172130849,0.955238609923294
2021-03-20,0.79654298511354,0.647380792104507,0.955948574799624
2021-03-21,0.797329006322328,0.648412217564576,0.956347328596394
2021-03-22,0.798102051045726,0.649362139623536,0.957008649344198
2021-03-23,0.798861314675024,0.649906150026412,0.957647102536831
2021-03-24,0.799606041426391,0.650568953107852,0.958251369917929
2021-03-25,0.800335531213846,0.651199940086562,0.958872904000856
2021-03-26,0.801049145593269,0.651960118424825,0.959426529102385
2021-03-27,0.801746312720985,0.652896161176129,0.959891877482252
2021-03-28,0.802426531326736,0.653966098476236,0.960435811814546
2021-03-29,0.80308937381854,0.65452852107612,0.961177057081384
2021-03-30,0.803734488786674,0.655111076864485,0.961681264893381
2021-03-31,0.804361603270805,0.655250970999245,0.962371808045381
2021-04-01,0.804970525121741,0.655869743699283,0.962931867516639
2021-04-02,0.805561145618935,0.656225704913436,0.963447719228379
2021-04-03,0.806133442264538,0.656678420187366,0.964023910929029
2021-04-04,0.806687481467136,0.657110156882187,0.964477225077487
2021-04-05,0.80722342073549,0.657430021990531,0.964923061258683
2021-04-06,0.807741510049555,0.657676673205071,0.965512548746582
2021-04-07,0.808242092223789,0.657759258246747,0.965927121780307
2021-04-08,0.808725602241805,0.65817278508831,0.966315617668489
2021-04-09,0.809192565631666,0.658589732113024,0.966808748935586
2021-04-10,0.8096435959242,0.658907767281773,0.967097701910985
2021-04-11,0.810079391132656,0.658933219411723,0.967416108288278
2021-04-12,0.810500729110026,0.65925147740462,0.967809501260038
2021-04-13,0.810908461651286,0.65977431081021,0.968224106487096
2021-04-14,0.811303507277326,0.660302653505014,0.968552738535974
2021-04-15,0.811686842650637,0.660600212659693,0.969143035105951
2021-04-16,0.812059492447496,0.660990488243725,0.969470882716579
2021-04-17,0.812422517285888,0.661221307066804,0.969833833393779
2021-04-18,0.812776999119354,0.661820669414874,0.970073431294644
2021-04-19,0.813124023480422,0.661945405759645,0.970389806873754
2021-04-20,0.813464658109494,0.662122625662449,0.970688940680093
2021-04-21,0.813799927741489,0.662488545983195,0.970822303258249
2021-04-22,0.814130785036803,0.66279402507434,0.971062157143737
2021-04-23,0.814458077815254,0.663038338544325,0.971252507050357
2021-04-24,0.814782512946434,0.663261878584235,0.971372704753299
2021-04-25,0.815104617530138,0.66363364720432,0.971615990957767
2021-04-26,0.815424698356292,0.663951841424433,0.971701594897048
2021-04-27,0.815742800984154,0.663926033438681,0.97183770535123
2021-04-28,0.816058670027946,0.664359650386301,0.971981491282498
2021-04-29,0.816371712324083,0.664623822941282,0.971927251505576
2021-04-30,0.816680964600307,0.665252446336524,0.971942681041358
2021-05-01,0.816985067156465,0.665482578095793,0.972120738644443
2021-05-02,0.817282245011614,0.665771396422132,0.972261651045681
2021-05-03,0.817570298023391,0.665926539330548,0.972306923589523
2021-05-04,0.817846601559278,0.666315266444406,0.972380433470715
2021-05-05,0.818108119189723,0.667043699864307,0.972603027928069
2021-05-06,0.818351428375167,0.66803013607325,0.972514598779555
2021-05-07,0.818572759176173,0.668038529735966,0.972549427505493
2021-05-08,0.818768044777757,0.668387922194097,0.972513004025633
2021-05-09,0.818932981382878,0.668697989442537,0.972550952209731
2021-05-10,0.819063094114911,0.668865462799354,0.9724767185947
2021-05-11,0.819153805182674,0.668669577577691,0.972239299762421
2021-05-12,0.819200500713574,0.668670836473205,0.972112692726779
2021-05-13,0.819198593182624,0.668547454055983,0.971950924019431
2021-05-14,0.819143577038981,0.668819267457459,0.971848875724853
2021-05-15,0.819031075819393,0.668772691474602,0.971573271277748
2021-05-16,0.818856879717882,0.668658139130774,0.971377878178911
2021-05-17,0.81861697328732,0.668354176648364,0.971089452151951
2021-05-18,0.818307553689506,0.668065534459408,0.970611198689317
2021-05-19,0.817925040626347,0.668182829721093,0.970254211848373
2021-05-20,0.817466079659435,0.667728213778612,0.969752508538501
2021-05-21,0.816927540940978,0.66724479210234,0.969168574881809
2021-05-22,0.816306515401065,0.666764362701457,0.968598784866063
2021-05-23,0.815600310281245,0.666187327517404,0.968003187768045
2021-05-24,0.81480644580976,0.665238778167415,0.967205906391213
2021-05-25,0.813922654965975,0.664330710765475,0.966212357842809
2021-05-26,0.812946888616789,0.663542809453764,0.965185364127114
2021-05-27,0.811877328505887,0.662552608723667,0.964022982434126
2021-05-28,0.810712410310816,0.661522693638001,0.962761078010818
2021-05-29,0.809450858205331,0.660531864121014,0.961556719383018
