"date","estimate","lower","upper"
2020-03-02,0.286909843912975,0.217967725616364,0.378868424542392
2020-03-03,0.284096120187421,0.217206798074599,0.369005107275296
2020-03-04,0.281061694363917,0.216268442259778,0.361896342361805
2020-03-05,0.277785116666536,0.216001828985453,0.354030529778297
2020-03-06,0.274245102834072,0.214538989535359,0.346601512139009
2020-03-07,0.270423077018494,0.212826536160855,0.339318439692419
2020-03-08,0.266306572356117,0.210858539485771,0.331767438144787
2020-03-09,0.261893311601581,0.20861081195065,0.324287122180258
2020-03-10,0.25719555739492,0.206011330477379,0.316410321115129
2020-03-11,0.25224407406663,0.202967537311551,0.308726388136516
2020-03-12,0.247090852538125,0.199677132581138,0.301277966526555
2020-03-13,0.241809712728592,0.195851092169089,0.293774845957815
2020-03-14,0.236494102867419,0.191651861583631,0.286536561790596
2020-03-15,0.231251891534037,0.187189529844334,0.279668094114271
2020-03-16,0.226197610799385,0.182375857454628,0.273316194611482
2020-03-17,0.221443243840807,0.177658706984988,0.267470121778709
2020-03-18,0.217088987579036,0.173289340075009,0.262496092361137
2020-03-19,0.213215284842472,0.169694535570852,0.258157463364469
2020-03-20,0.20987687165365,0.16699028626482,0.254046749032278
2020-03-21,0.207098925120843,0.165292660499968,0.250132435843506
2020-03-22,0.204875000531478,0.164721315606041,0.246635007510309
2020-03-23,0.203166525154821,0.164590160845237,0.243620644467708
2020-03-24,0.201904084825533,0.164234581824367,0.241236119103721
2020-03-25,0.200991253201224,0.163771426457227,0.239985130218517
2020-03-26,0.200311853631735,0.163055018959552,0.239818257405149
2020-03-27,0.199741053639201,0.162024823440522,0.240641189395341
2020-03-28,0.199159653226473,0.160876924832358,0.241752763886286
2020-03-29,0.198469748096157,0.159758882769095,0.242739354564504
2020-03-30,0.197609138606798,0.158809082936071,0.242474260211339
2020-03-31,0.196561747446412,0.158034942445476,0.241042088058915
2020-04-01,0.195361930088047,0.157423844010204,0.238384015633771
2020-04-02,0.194091716053236,0.157101396116382,0.235076040374545
2020-04-03,0.192871431539668,0.156633814272045,0.233967573189823
2020-04-04,0.191845520004255,0.156139922224994,0.23182923109136
2020-04-05,0.191166336790762,0.155431034505414,0.230599707691765
2020-04-06,0.190978894161593,0.154743127072232,0.230886838937487
2020-04-07,0.191408837838424,0.154088661361261,0.2321759314604
2020-04-08,0.192554612310429,0.154123885772288,0.234288525536719
2020-04-09,0.194483419524805,0.155111937081842,0.237242803826673
2020-04-10,0.197229789929982,0.157228933046793,0.24091505079589
2020-04-11,0.200795614358507,0.160425123319306,0.245213241453786
2020-04-12,0.205151131370007,0.16454212769008,0.250123297412332
2020-04-13,0.210237141784621,0.169081225526066,0.255818071727357
2020-04-14,0.215969129233214,0.173952305627744,0.26232348296354
2020-04-15,0.22224373870985,0.178996522272536,0.2696836361887
2020-04-16,0.228947316458476,0.183691525463469,0.278260946194591
2020-04-17,0.235965369591222,0.188602807056739,0.287595949646866
2020-04-18,0.243191340267745,0.193649891282925,0.297776536220593
2020-04-19,0.250533246650773,0.198874759447945,0.308332881766745
2020-04-20,0.257917414747303,0.204510835017992,0.318930819375654
2020-04-21,0.265289381469866,0.209628225135885,0.329793932501386
2020-04-22,0.272612751115018,0.214780287649911,0.340340216840789
2020-04-23,0.27986713475308,0.219555582698535,0.350980520410849
2020-04-24,0.287046259806941,0.224257005961276,0.361094451776466
2020-04-25,0.294156989042867,0.2288714335881,0.370898616295801
2020-04-26,0.301219477665982,0.233496560626511,0.38051293369246
2020-04-27,0.308268179200498,0.238014175432125,0.390359383844496
2020-04-28,0.315353011299895,0.242623134915757,0.40014460780972
2020-04-29,0.322539778067398,0.247534078813584,0.410799727437514
2020-04-30,0.329908915801522,0.253103140723891,0.422151011842002
2020-05-01,0.337551734755624,0.258674794223092,0.434488865387041
2020-05-02,0.345563498133654,0.264238313819979,0.447787238565862
2020-05-03,0.354032849016023,0.269759375446041,0.456387288703637
2020-05-04,0.36302726964365,0.274564489282147,0.471636749418572
2020-05-05,0.3725745768731,0.279041878452735,0.490307583239393
2020-05-06,0.382641225042871,0.282807314692971,0.512672154305175
2020-05-07,0.393109730786952,0.285707185519005,0.539267011702018
2020-05-08,0.403759844476493,0.287494243399689,0.570240427655965
2020-05-09,0.414260340407521,0.28830365971732,0.602990385599072
2020-05-10,0.424178653524279,0.288135803089786,0.637055866511961
2020-05-11,0.433012033176567,0.287245833528325,0.669968045711981
2020-05-12,0.440236210513245,0.285535490758783,0.699698707187036
2020-05-13,0.445359188618715,0.282984698893477,0.724106400071767
2020-05-14,0.447964492044297,0.280102900499576,0.742689160278323
2020-05-15,0.447733539471955,0.276487261806311,0.753974281706803
2020-05-16,0.444447899979082,0.272203192003313,0.757057880577796
2020-05-17,0.437981853393983,0.267087660229039,0.751661882284882
2020-05-18,0.428298400066076,0.261079049165617,0.737345194837959
2020-05-19,0.415457271136535,0.254351591477027,0.713617966750911
2020-05-20,0.39963472148467,0.24707488635022,0.681082855108688
2020-05-21,0.381145959338899,0.238957741018026,0.639416574572875
2020-05-22,0.360455876556217,0.230255623231521,0.590126153763128
2020-05-23,0.33816522205544,0.220658414918761,0.535133041451242
2020-05-24,0.314967584734539,0.210608483300986,0.478196686179223
2020-05-25,0.291583853818374,0.19958506527725,0.423396842959407
2020-05-26,0.268689702984472,0.187381676171666,0.375278500642579
2020-05-27,0.246854028039492,0.174229544355729,0.341649878872663
2020-05-28,0.226501585710377,0.15888194734227,0.319444010299796
2020-05-29,0.207904199154001,0.141477648324467,0.304946856395533
